,Depth,geometry,Row Labels,Seagrass,HC,Rubble,Sand,Turf,AL_fleshy,Soft coral,ShellHash,Sponge,EURR,No Data,Rock,Dead Coral,Other,CCA,Halimeda,Number of,labels,Sharks,Rays,Turtles,Mammals
40,0.7164179104477612,POINT (39.14534377697596 -5.752117755858167),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,41,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
41,0.7164179104477612,POINT (39.14985973085989 -5.752116588448995),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,42,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
42,0.7164179104477612,POINT (39.1543756837973 -5.752115385322733),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,43,0.33333333333333337,0.2857142857142857,0.32432432432432434,0.4
43,0.7164179104477612,POINT (39.15889163575968 -5.752114146479415),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,44,0.33333333333333337,0.2857142857142857,0.32432432432432434,0.4
44,0.7164179104477612,POINT (39.16340758671849 -5.752112871919079),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,45,0.5000000000000001,0.42857142857142855,0.43243243243243246,0.5
45,0.7164179104477612,POINT (39.16792353664521 -5.75211156164177),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,46,0.6250000000000001,0.6071428571428571,0.45945945945945954,0.575
46,0.8955223880597015,POINT (39.17243948551133 -5.752110215647522),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,47,0.6666666666666667,0.7142857142857142,0.43243243243243246,0.6000000000000001
47,0.8955223880597015,POINT (39.17695543328831 -5.752108833936379),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,48,0.6666666666666667,0.7142857142857142,0.6486486486486487,0.9000000000000001
48,0.9402985074626866,POINT (39.18147137994764 -5.752107416508384),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,49,0.6666666666666667,0.7142857142857142,0.7027027027027027,0.9500000000000002
49,0.9402985074626866,POINT (39.18598732546078 -5.75210596336358),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,50,0.6666666666666667,0.6785714285714285,0.6756756756756757,0.925
50,0.9402985074626866,POINT (39.19050326979922 -5.752104474502014),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,51,0.6666666666666667,0.5714285714285714,0.5405405405405406,0.8
51,0.9402985074626866,POINT (39.19501921293443 -5.752102949923731),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,52,0.6666666666666667,0.5714285714285714,0.4864864864864865,0.7500000000000001
52,1.0,POINT (39.19953515483789 -5.752101389628777),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,53,0.6666666666666667,0.5714285714285714,0.5405405405405406,0.8
53,1.0,POINT (39.20405109548107 -5.752099793617201),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,54,0.16666666666666669,0.2857142857142857,0.32432432432432434,0.5
54,0.7611940298507462,POINT (39.20856703483547 -5.752098161889053),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,55,0.16666666666666669,0.2857142857142857,0.21621621621621623,0.4
55,0.4378109452238806,POINT (39.21308297287253 -5.752096494444387),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,56,0.0,0.07142857142857142,0.02702702702702703,0.07500000000000001
56,0.4378109452238806,POINT (39.21759890956377 -5.752094791283246),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,57,0.0,0.0,0.02702702702702703,0.025
57,0.07462686567164178,POINT (39.22211484488064 -5.752093052405692),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,58,0.0,0.0,0.0,0.1
58,0.07462686567164178,POINT (39.2266307787946 -5.752091277811775),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,59,0.16666666666666669,0.0,0.08108108108108109,0.175
59,0.16417910447761194,POINT (39.23114671127716 -5.752089467501545),,0.0,0.1590909084323347,0.2926829266508031,,,,0.31034482731866825,,,,,,,,,,,60,0.16666666666666669,0.0,0.10810810810810811,0.1
60,0.29850746268656714,POINT (39.23566264229979 -5.752087621475065),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,61,0.33333333333333337,0.14285714285714285,0.10810810810810811,0.1
61,0.29850746268656714,POINT (39.24017857183396 -5.752085739732392),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,62,0.16666666666666669,0.14285714285714285,0.10810810810810811,0.1
62,0.3109452735820895,POINT (39.24469449985114 -5.752083822273581),,0.0,0.0,0.024390243277810825,,,,0.0,,,,,,,,,,,63,0.16666666666666669,0.2857142857142857,0.21621621621621623,0.2
63,0.3109452735820895,POINT (39.24921042632283 -5.752081869098691),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,64,0.33333333333333337,0.42857142857142855,0.32432432432432434,0.30000000000000004
64,0.3109452735820895,POINT (39.25372635122048 -5.752079880207784),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,65,0.33333333333333337,0.5357142857142857,0.4864864864864865,0.45000000000000007
65,0.3109452735820895,POINT (39.25824227451559 -5.752077855600924),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,66,0.33333333333333337,0.5714285714285714,0.4864864864864865,0.45000000000000007
66,0.3258706467164179,POINT (39.26275819617962 -5.752075795278167),,0.0,0.0,0.12195122004759072,,,,0.0,,,,,,,,,,,67,0.16666666666666669,0.2857142857142857,0.21621621621621623,0.2
67,0.2462686567164179,POINT (39.26727411618406 -5.752073699239587),,0.0,0.0,0.04878048838488995,,,,0.0,,,,,,,,,,,68,0.25000000000000006,0.17857142857142858,0.18918918918918923,0.17500000000000002
68,0.1791044776119403,POINT (39.27179003450039 -5.752071567485241),,0.0,0.0,0.46341463325401544,,,,0.0,,,,,,,,,,,69,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.2
69,0.1791044776119403,POINT (39.27630595110007 -5.752069400015196),,0.0,0.0,0.46341463325401544,,,,0.0,,,,,,,,,,,70,0.20833333333333334,0.03571428571428571,0.18918918918918923,0.275
70,0.10945273631343283,POINT (39.28082186595459 -5.752067196829524),,0.0,0.09090909028925619,0.5121951216389055,,,,0.724137930410226,,,,,,,,,,,71,0.16666666666666669,0.14285714285714285,0.32432432432432434,0.4
71,0.05970149253731343,POINT (39.28533777903544 -5.752064957928286),,0.6388888885416667,0.0,0.0,,,,0.03448275772889417,,,,,,,,,,,72,0.08333333333333334,0.10714285714285714,0.24324324324324326,0.22500000000000003
72,0.6716417910447762,POINT (39.12728095801565 -5.756645264928412),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,73,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
73,0.6716417910447762,POINT (39.13179695107475 -5.756644239576705),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,74,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
74,0.6716417910447762,POINT (39.13631294330138 -5.756643178479485),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,75,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
75,0.6716417910447762,POINT (39.14082893466706 -5.756642081636787),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,76,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
76,0.6716417910447762,POINT (39.14534492514322 -5.756640949048646),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,77,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
77,0.6716417910447762,POINT (39.14986091470136 -5.756639780715092),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,78,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
78,0.6716417910447762,POINT (39.15437690331294 -5.756638576636161),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,79,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
79,0.6716417910447762,POINT (39.15889289094945 -5.756637336811899),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,80,0.33333333333333337,0.42857142857142855,0.32432432432432434,0.5
80,0.6716417910447762,POINT (39.16340887758235 -5.756636061242335),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,81,0.33333333333333337,0.42857142857142855,0.32432432432432434,0.5
81,0.6716417910447762,POINT (39.16792486318312 -5.756634749927512),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,82,0.5000000000000001,0.5357142857142857,0.43243243243243246,0.575
82,0.9253731343283582,POINT (39.17244084772324 -5.756633402867474),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,83,0.5000000000000001,0.42857142857142855,0.32432432432432434,0.4
83,0.9253731343283582,POINT (39.1769568311742 -5.756632020062256),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,84,0.6250000000000001,0.5357142857142857,0.6216216216216216,0.775
84,0.9850746268656716,POINT (39.18147281350745 -5.756630601511906),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,85,0.6666666666666667,0.46428571428571425,0.6756756756756757,0.8250000000000001
85,0.9850746268656716,POINT (39.18598879469447 -5.756629147216466),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,86,0.6666666666666667,0.4999999999999999,0.6486486486486487,0.85
86,0.9402985074626866,POINT (39.19050477470675 -5.756627657175984),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,87,0.6666666666666667,0.4999999999999999,0.6486486486486487,0.85
87,0.9402985074626866,POINT (39.19502075351574 -5.756626131390499),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,88,0.6666666666666667,0.4999999999999999,0.5945945945945947,0.8
88,0.9701492537313433,POINT (39.19953673109293 -5.756624569860065),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,89,0.37500000000000006,0.3214285714285714,0.35135135135135137,0.625
89,0.9701492537313433,POINT (39.20405270740982 -5.756622972584728),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,90,0.16666666666666669,0.21428571428571427,0.32432432432432434,0.45000000000000007
90,0.7164179104477612,POINT (39.20856868243785 -5.756621339564538),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,91,0.33333333333333337,0.21428571428571427,0.21621621621621623,0.35000000000000003
91,0.4378109452238806,POINT (39.21308465614851 -5.756619670799545),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,92,0.0,0.0,0.10810810810810811,0.1
92,0.4378109452238806,POINT (39.21760062851326 -5.7566179662898),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,93,0.0,0.10714285714285714,0.10810810810810811,0.2
93,0.05223880597014925,POINT (39.22211659950361 -5.756616226035357),,0.18055555520833336,0.0,0.0,,,,0.0,,,,,,,,,,,94,0.0,0.0,0.0,0.1
94,0.11194029850746269,POINT (39.22663256909102 -5.756614450036268),,0.0,0.022727272146177684,0.07317073166270077,,,,0.0,,,,,,,,,,,95,0.16666666666666669,0.0,0.08108108108108109,0.175
95,0.11194029850746269,POINT (39.23114853724694 -5.756612638292593),,0.0,0.11363636413997934,0.07317073166270077,,,,1.0,,,,,,,,,,,96,0.16666666666666669,0.0,0.18918918918918923,0.275
96,0.16915422880597014,POINT (39.23566450394288 -5.756610790804384),,0.0,0.0,0.2926829266508031,,,,0.0,,,,,,,,,,,97,0.08333333333333334,0.03571428571428571,0.13513513513513514,0.125
97,0.33084577119402986,POINT (39.24018046915032 -5.756608907571694),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,98,0.16666666666666669,0.14285714285714285,0.10810810810810811,0.1
98,0.2711442786567164,POINT (39.2446964328407 -5.756606988594593),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,99,0.16666666666666669,0.42857142857142855,0.32432432432432434,0.30000000000000004
99,0.2711442786567164,POINT (39.24921239498551 -5.756605033873128),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,100,0.33333333333333337,0.5714285714285714,0.43243243243243246,0.4
100,0.3159203980597015,POINT (39.25372835555624 -5.75660304340737),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,101,0.33333333333333337,0.5714285714285714,0.5405405405405406,0.5
101,0.3283582089552239,POINT (39.25824431452437 -5.756601017197371),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,102,0.33333333333333337,0.5714285714285714,0.5405405405405406,0.5
102,0.3283582089552239,POINT (39.26276027186135 -5.756598955243203),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,103,0.16666666666666669,0.39285714285714285,0.29729729729729737,0.275
103,0.10696517413432836,POINT (39.26727622753869 -5.756596857544922),,0.0,0.0,0.3902439015913147,,,,0.0,,,,,,,,,,,104,0.16666666666666669,0.14285714285714285,0.10810810810810811,0.1
104,0.10696517413432836,POINT (39.27179218152782 -5.756594724102598),,0.0,0.0,0.3902439015913147,,,,0.0,,,,,,,,,,,105,0.20833333333333334,0.03571428571428571,0.13513513513513514,0.125
105,0.007462686567164179,POINT (39.27630813380026 -5.756592554916297),,0.0,0.31818181856921485,0.0,,,,0.0,,,,,,,,,,,106,0.16666666666666669,0.14285714285714285,0.32432432432432434,0.4
106,0.007462686567164179,POINT (39.28082408432746 -5.756590349986083),,0.0,0.31818181856921485,0.0,,,,0.0,,,,,,,,,,,107,0.16666666666666669,0.14285714285714285,0.32432432432432434,0.4
107,0.014925373134328358,POINT (39.28534003308093 -5.756588109312027),,0.625,0.0,0.0,,,,0.0,,,,,,,,,,,108,0.08333333333333334,0.07142857142857142,0.16216216216216217,0.22500000000000003
108,0.6716417910447762,POINT (39.1272819642897 -5.761168460803779),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,109,0.33333333333333337,0.24999999999999994,0.21621621621621623,0.37500000000000006
109,0.6716417910447762,POINT (39.13179799305166 -5.761167434640799),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,110,0.33333333333333337,0.21428571428571427,0.21621621621621623,0.35
110,0.6716417910447762,POINT (39.13631402098115 -5.761166372704032),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,111,0.33333333333333337,0.21428571428571427,0.21621621621621623,0.35
111,0.6716417910447762,POINT (39.14083004804961 -5.761165274993499),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,112,0.33333333333333337,0.2857142857142857,0.21621621621621623,0.4
112,0.6716417910447762,POINT (39.14534607422855 -5.76116414150924),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,113,0.33333333333333337,0.2857142857142857,0.21621621621621623,0.4
113,0.6716417910447762,POINT (39.14986209948941 -5.761162972251292),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,114,0.33333333333333337,0.21428571428571427,0.21621621621621623,0.35
114,0.6716417910447762,POINT (39.15437812380369 -5.761161767219683),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,115,0.33333333333333337,0.24999999999999994,0.21621621621621623,0.37500000000000006
115,0.6716417910447762,POINT (39.15889414714285 -5.761160526414457),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,116,0.33333333333333337,0.2857142857142857,0.21621621621621623,0.4
116,0.6716417910447762,POINT (39.16341016947837 -5.761159249835649),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,117,0.33333333333333337,0.42857142857142855,0.32432432432432434,0.5
117,0.6716417910447762,POINT (39.16792619078172 -5.761157937483303),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,118,0.33333333333333337,0.42857142857142855,0.32432432432432434,0.5
118,0.9253731343283582,POINT (39.17244221102438 -5.761156589357454),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,119,0.5000000000000001,0.4999999999999999,0.32432432432432434,0.45000000000000007
119,0.9253731343283582,POINT (39.17695823017782 -5.761155205458149),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,120,0.5000000000000001,0.2857142857142857,0.37837837837837845,0.5
120,0.9850746268656716,POINT (39.18147424821351 -5.761153785785425),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,121,0.5000000000000001,0.2857142857142857,0.5405405405405406,0.7
121,0.9850746268656716,POINT (39.18599026510294 -5.761152330339332),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,122,0.5000000000000001,0.2857142857142857,0.5405405405405406,0.7
122,0.9402985074626866,POINT (39.19050628081757 -5.761150839119912),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,123,0.5000000000000001,0.2857142857142857,0.43243243243243246,0.6000000000000001
123,0.9402985074626866,POINT (39.19502229532889 -5.76114931212721),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,124,0.33333333333333337,0.14285714285714285,0.37837837837837845,0.55
124,0.9701492537313433,POINT (39.19953830860835 -5.761147749361277),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,125,0.33333333333333337,0.14285714285714285,0.32432432432432434,0.5
125,0.9701492537313433,POINT (39.20405432062744 -5.761146150822158),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,126,0.16666666666666669,0.14285714285714285,0.32432432432432434,0.4
126,0.7164179104477612,POINT (39.20857033135764 -5.761144516509907),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,127,0.2916666666666667,0.10714285714285714,0.18918918918918923,0.22500000000000003
127,0.014925373134328358,POINT (39.2130863407704 -5.761142846424566),,0.0,0.0,0.024390243277810825,,,,0.0,,,,,,,,,,,128,0.08333333333333334,0.07142857142857142,0.16216216216216217,0.15000000000000002
128,0.014925373134328358,POINT (39.21760234883723 -5.761141140566195),,0.0,0.0,0.024390243277810825,,,,0.0,,,,,,,,,,,129,0.0,0.17857142857142855,0.24324324324324326,0.325
129,0.05223880597014925,POINT (39.22211835552958 -5.761139398934845),,0.18055555520833336,0.0,0.0,,,,0.0,,,,,,,,,,,130,0.0,0.0,0.0,0.1
130,0.05223880597014925,POINT (39.22663436081893 -5.761137621530566),,0.18055555520833336,0.0,0.0,,,,0.0,,,,,,,,,,,131,0.0,0.14285714285714285,0.16216216216216217,0.25
131,0.11194029850746269,POINT (39.23115036467676 -5.761135808353421),,0.0,0.11363636413997934,0.07317073166270077,,,,1.0,,,,,,,,,,,132,0.0,0.0,0.10810810810810811,0.2
132,0.33084577119402986,POINT (39.23566636707454 -5.761133959403455),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,133,0.0,0.0,0.10810810810810811,0.175
133,0.33084577119402986,POINT (39.24018236798374 -5.761132074680737),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,134,0.16666666666666669,0.14285714285714285,0.24324324324324326,0.22500000000000003
134,0.30099502492537317,POINT (39.24469836737584 -5.761130154185317),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,135,0.16666666666666669,0.3571428571428571,0.32432432432432434,0.30000000000000004
135,0.3159203980597015,POINT (39.24921436522233 -5.761128197917256),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,136,0.33333333333333337,0.5714285714285714,0.43243243243243246,0.4
136,0.3159203980597015,POINT (39.25373036149466 -5.761126205876618),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,137,0.33333333333333337,0.5714285714285714,0.5405405405405406,0.5
137,0.3283582089552239,POINT (39.25824635616431 -5.761124178063464),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,138,0.25000000000000006,0.5714285714285714,0.5405405405405406,0.5
138,0.3283582089552239,POINT (39.26276234920277 -5.761122114477851),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,139,0.16666666666666669,0.2857142857142857,0.21621621621621623,0.2
139,0.20149253731343283,POINT (39.26727834058151 -5.76112001511985),,0.0,0.0,1.0,,,,0.0,,,,,,,,,,,140,0.16666666666666669,0.21428571428571427,0.16216216216216217,0.15000000000000002
140,0.014925373134328358,POINT (39.271794330272 -5.761117879989524),,0.0,0.0,0.0975609749405116,,,,0.06896551804399524,,,,,,,,,,,141,0.16666666666666669,0.14285714285714285,0.21621621621621623,0.2
